campus,requirement_key,curriculum,location,location_slug,location_term_id,available,specific_name,english,general,profile_note,note,minimum,grade_12,grade_11,recommended_grade_range,suggested_subjects
vancouver,science-2,countries,Cayman Islands,cayman-islands,563,True,Science,English is the language of instruction at UBC. All prospective students must demonstrate English-language competency prior to admission. There are numerous ways to meet the English Language Admission Standard.,"Graduation from a university-preparatory program at a senior secondary school: Caribbean Secondary Education Certificate (CSEC) Caribbean Advanced Proficiency Examination Certificate (CAPE) Standing in at least six academic subjects, including English, with at least three academic CAPE subjects",,,BSC Math (CAPE Unit 2) Physics and Chemistry (CSEC) (Physics may be waived with grades of I in CAPE Unit 2 Math and CAPE Unit 2 Chemistry),,,,The following subject categories are particularly relevant for this degree. Consider taking courses in these areas in your junior year and senior year. Language Arts Mathematics and Computation Sciences
vancouver,science-2,countries,Chile,chile,756,True,Science,English is the language of instruction at UBC. All prospective students must demonstrate English-language competency prior to admission. There are numerous ways to meet the English Language Admission Standard.,"Graduation from a university-preparatory program at a senior secondary school: Licencia de Educación Media. Certificates must be official. Photocopies are acceptable if certified by school principal, head, or counsellor. Notarized copies are not acceptable.",,,Senior-level Math (Pre-Calculus) Chemistry (junior/Grade 11 level) Physics (junior/Grade 11 level) (Physics may be waived with grades of 7 in senior-level Math [Grade 12] and senior-level Chemistry [Grade 12]),,,,The following subject categories are particularly relevant for this degree. Consider taking courses in these areas in your junior year and senior year. Language Arts Mathematics and Computation Sciences
vancouver,science-2,countries,China,china-2,537,True,Science,English is the language of instruction at UBC. All prospective students must demonstrate English-language competency prior to admission. There are numerous ways to meet the English Language Admission Standard.,"Graduation from a university-preparatory program at a senior secondary school: Upper Middle School Report of Grades. Huikao or Academic proficiency test results provided by China Credentials Verification (CSSD). Gaokao examinations results provided by CSSD. UBC expects students to achieve a minimum provincial Tier 1 university cut-off score. If you are not writing the Gaokao, you must submit three or more Advanced Placement (AP) exam results in three or more distinct subjects. Competitive results must be achieved in these examinations.",,,Senior-level Math (Pre-Calculus) Two years of Chemistry Two years of Physics (Physics may be waived with grades of A in senior-level Math and senior-level Chemistry),,,,The following subject categories are particularly relevant for this degree. Consider taking courses in these areas in your junior year and senior year. Language Arts Mathematics and Computation Sciences
vancouver,science-2,countries,Colombia,colombia,536,True,Science,English is the language of instruction at UBC. All prospective students must demonstrate English-language competency prior to admission. There are numerous ways to meet the English Language Admission Standard.,"Graduation from a university-preparatory program at a senior secondary school: Bachillerato. Certificates must be official. Photocopies are acceptable if certified by school principal, head, or counsellor. Certificates must be in a sealed school envelope. Notarized copies are not acceptable. One full year of post-secondary studies in a recognized university: All certificates must be transmitted directly from the institution and must be official, bearing seal of institution, and signature of authorizing university officer. Photocopies are acceptable if certified by authorizing officer. Notarized copies are not acceptable.",,,A full first-year university program that includes Pre-Calculus Math Chemistry and Physics (Physics requirement may be waived with grades of A in university Math (Pre-Calculus) and Chemistry),,,,The following subject categories are particularly relevant for this degree. Consider taking courses in these areas in your junior year and senior year. Language Arts Mathematics and Computation Sciences
vancouver,science-2,countries,Costa Rica,costa-rica,755,True,Science,English is the language of instruction at UBC. All prospective students must demonstrate English-language competency prior to admission. There are numerous ways to meet the English Language Admission Standard.,"Graduation from a university-preparatory program at a senior secondary school: Bachillerato. Certificates must be official. Photocopies are acceptable if certified by school principal, head, or counsellor. Certificates must be in a sealed school envelope. Notarized copies are not acceptable. One full year of post-secondary studies in a recognized university: All certificates must be transmitted directly from the institution and must be official, bearing seal of institution, and signature of authorizing university officer. Photocopies are acceptable if certified by authorizing officer. Notarized copies are not acceptable.",,,A full first-year university program that includes Pre-Calculus Math Chemistry and Physics (Physics requirement may be waived with grades of A in university Math (Pre-Calculus) and Chemistry),,,,The following subject categories are particularly relevant for this degree. Consider taking courses in these areas in your junior year and senior year. Language Arts Mathematics and Computation Sciences
vancouver,science-2,countries,Czech Republic,czech-republic,754,True,Science,English is the language of instruction at UBC. All prospective students must demonstrate English-language competency prior to admission. There are numerous ways to meet the English Language Admission Standard.,"Graduation from a university-preparatory program at a senior secondary school: Vysvědčeni o maturitní zkoušce/Maturita (Secondary School Leaving Certificate) from an academic secondary school. Certificates must be official. Photocopies are acceptable if certified by school principal, head, or counsellor. Notarized copies are not acceptable.",,,Maturita subjects in Math (Pre-Calculus) Chemistry and Physics (Physics may be waived with grades of A in Senior Math and Senior Chemistry),,,,The following subject categories are particularly relevant for this degree. Consider taking courses in these areas in your junior year and senior year. Language Arts Mathematics and Computation Sciences
vancouver,science-2,countries,Denmark,denmark,753,True,Science,English is the language of instruction at UBC. All prospective students must demonstrate English-language competency prior to admission. There are numerous ways to meet the English Language Admission Standard.,"Graduation from a university-preparatory program at a senior secondary school: Studentereksamen (Upper Secondary School Leaving Certificate) Certificates must be official. Photocopies are acceptable if certified by school principal, head, or counsellor. Notarized copies are not acceptable.",,,Senior-level Math (Pre-Calculus) Chemistry (junior/Grade 11 level) Physics (junior/Grade 11 level) (Physics may be waived with grades of 12 in senior-level Math [Grade 12] and senior-level Chemistry [Grade 12]),,,,The following subject categories are particularly relevant for this degree. Consider taking courses in these areas in your junior year and senior year. Language Arts Mathematics and Computation Sciences
vancouver,science-2,countries,Dominica,dominica,564,True,Science,English is the language of instruction at UBC. All prospective students must demonstrate English-language competency prior to admission. There are numerous ways to meet the English Language Admission Standard.,"Graduation from a university-preparatory program at a senior secondary school: Caribbean Secondary Education Certificate (CSEC) Caribbean Advanced Proficiency Examination Certificate (CAPE) Standing in at least six academic subjects, including English, with at least three academic CAPE subjects",,,BSC Math (CAPE Unit 2) Physics and Chemistry (CSEC) (Physics may be waived with grades of I in CAPE Unit 2 Math and CAPE Unit 2 Chemistry),,,,The following subject categories are particularly relevant for this degree. Consider taking courses in these areas in your junior year and senior year. Language Arts Mathematics and Computation Sciences
vancouver,science-2,countries,Ecuador,ecuador,752,True,Science,English is the language of instruction at UBC. All prospective students must demonstrate English-language competency prior to admission. There are numerous ways to meet the English Language Admission Standard.,"Graduation from a university-preparatory program at a senior secondary school: Bachillerato. Certificates must be official. Photocopies are acceptable if certified by school principal, head, or counsellor. Notarized copies are not acceptable.",,,Senior-level Math (Pre-Calculus) Chemistry (junior/Grade 11 level) Physics (junior/Grade 11 level) (Physics may be waived with grades of 10 in senior-level Math and senior-level Chemistry),,,,The following subject categories are particularly relevant for this degree. Consider taking courses in these areas in your junior year and senior year. Language Arts Mathematics and Computation Sciences
vancouver,science-2,countries,Egypt – 11 Years of Education,egypt-11-years-of-education,531,True,Science,English is the language of instruction at UBC. All prospective students must demonstrate English-language competency prior to admission. There are numerous ways to meet the English Language Admission Standard.,"Graduation from a university-preparatory program at a senior secondary school: Thaanawiya’aama (General Secondary School Certificate). Certificates must be official. Photocopies are acceptable if certified by school principal, head, or counsellor. Certificates must be in a sealed school envelope. Notarized copies are not acceptable. One full year of post-secondary studies in a recognized university: All certificates must be transmitted directly from the institution and must be official, bearing seal of institution and signature of authorizing university officer. Photocopies are acceptable if certified by authorizing officer. Notarized copies are not acceptable.",,,A full first-year university program that includes Pre-Calculus Math Chemistry and Physics (Physics requirement may be waived with grades of A in university Math (Pre-Calculus) and Chemistry),,,,The following subject categories are particularly relevant for this degree. Consider taking courses in these areas in your junior year and senior year. Language Arts Mathematics and Computation Sciences
vancouver,science-2,countries,Egypt – 12 Years of Education,egypt,550,True,Science,English is the language of instruction at UBC. All prospective students must demonstrate English-language competency prior to admission. There are numerous ways to meet the English Language Admission Standard.,"Graduation from a university-preparatory program at a senior secondary school: Thaanawiya ‘aama – General Secondary School Certificate. Certificates must be official. Photocopies are acceptable if certified by school principal, head, or counsellor. Certificates must be in a sealed school envelope. Notarized copies are not acceptable.",,,Senior-level Math (Pre-Calculus) Chemistry (junior/Grade 11 level) Physics (junior/Grade 11 level) (Physics may be waived with grades of 90 in senior-level Math [Grade 12] and senior-level Chemistry [Grade 12]),,,,The following subject categories are particularly relevant for this degree. Consider taking courses in these areas in your junior year and senior year. Language Arts Mathematics and Computation Sciences
vancouver,science-2,countries,El Salvador,el-salvador,751,True,Science,English is the language of instruction at UBC. All prospective students must demonstrate English-language competency prior to admission. There are numerous ways to meet the English Language Admission Standard.,"Graduation from a university-preparatory program at a senior secondary school: Bachiller Academico. Certificates must be official. Photocopies are acceptable if certified by school principal, head, or counsellor. Notarized copies are not acceptable.",,,Senior-level Math (Pre-Calculus) Chemistry (junior/Grade 11 level) Physics (junior/Grade 11 level) (Physics may be waived with grades of 10 in senior-level Math and senior-level Chemistry),,,,The following subject categories are particularly relevant for this degree. Consider taking courses in these areas in your junior year and senior year. Language Arts Mathematics and Computation Sciences
vancouver,science-2,countries,Ethiopia,ethiopia,750,True,Science,English is the language of instruction at UBC. All prospective students must demonstrate English-language competency prior to admission. There are numerous ways to meet the English Language Admission Standard.,"Graduation from a university-preparatory program at a senior secondary school: Ethiopian Higher Education Entrance Examination. Certificates must be official. Photocopies are acceptable if certified by school principal, head, or counsellor. Notarized copies are not acceptable.",,,Senior-level Math (Pre-Calculus) Chemistry (junior/Grade 11 level) Physics (junior/Grade 11 level) (Physics may be waived with grades of 90 in senior-level Math [Grade 12] and senior-level Chemistry [Grade 12]),,,,The following subject categories are particularly relevant for this degree. Consider taking courses in these areas in your junior year and senior year. Language Arts Mathematics and Computation Sciences
vancouver,science-2,countries,Finland,finland,749,True,Science,English is the language of instruction at UBC. All prospective students must demonstrate English-language competency prior to admission. There are numerous ways to meet the English Language Admission Standard.,"Graduation from a university-preparatory program at a senior secondary school: Ylioppilastutkintotodistus/Studentexamensbetyg (Certificate of Matriculation). Certificates must be official. Photocopies are acceptable if certified by school principal, head, or counsellor. Notarized copies are not acceptable.",,,Upper secondary Math (Pre-Calculus) Upper secondary Chemistry Upper secondary Physics (Physics may be waived with grades of 10 [on a 5-point scale] in upper secondary Math and upper secondary Chemistry),,,,The following subject categories are particularly relevant for this degree. Consider taking courses in these areas in your junior year and senior year. Language Arts Mathematics and Computation Sciences
vancouver,science-2,countries,France (French Baccalaureate),france,748,True,Science,English is the language of instruction at UBC. All prospective students must demonstrate English-language competency prior to admission. There are numerous ways to meet the English Language Admission Standard.,"Completion of the baccalauréat général or the baccalauréat général (option internationale). The baccalauréat technologique may be considered for admission on a case-by-case basis. The baccalauréat professionnel does not comprise a basis of admission to UBC. Math Informatique does not satisfy the math requirement for admission to UBC’s science-based programs, the Faculty of Management, the UBC Sauder School of Business, or the Vancouver School of Economics.",,,Mathematiques specialite in the Premiere and Terminale year Physique-Chimie specialite,,,,The following subject categories are particularly relevant for this degree. Consider taking courses in these areas in your junior year and senior year. Language Arts Mathematics and Computation Sciences
vancouver,science-2,countries,Germany,germany,747,True,Science,English is the language of instruction at UBC. All prospective students must demonstrate English-language competency prior to admission. There are numerous ways to meet the English Language Admission Standard.,"Graduation from a university-preparatory program at a senior secondary school: Abitur/Zeugnis der Allgemeinen Hochschulreife. Certificates must be official. Photocopies are acceptable if certified by school principal, head, or counsellor. Notarized copies are not acceptable.",,,Senior-level Math (Pre-Calculus) Chemistry (junior/Grade 11 level) Physics (junior/Grade 11 level) (Physics may be waived with grades of 13 in senior-level Math [Grade 12] and senior-level Chemistry [Grade 12]),,,,The following subject categories are particularly relevant for this degree. Consider taking courses in these areas in your junior year and senior year. Language Arts Mathematics and Computation Sciences
vancouver,science-2,countries,Ghana,ghana,746,True,Science,English is the language of instruction at UBC. All prospective students must demonstrate English-language competency prior to admission. There are numerous ways to meet the English Language Admission Standard.,Graduation from a university-preparatory program at a senior secondary school: West African Senior School Certificate,,,Math (SSC) (minimum grade of B2) Physics and Chemistry (SSC) (Physics may be waived with grades of A1 in SSC Math and SSC Chemistry),,,,The following subject categories are particularly relevant for this degree. Consider taking courses in these areas in your junior year and senior year. Language Arts Mathematics and Computation Sciences
vancouver,science-2,countries,Gibraltar,gibraltar,554,True,Science,English is the language of instruction at UBC. All prospective students must demonstrate English-language competency prior to admission. There are numerous ways to meet the English Language Admission Standard.,"Graduation from a university-preparatory program at a senior secondary school: General Certificate of Education O-Level General Certificate of Education A-Level Standing in at least six academic subjects, including English, with at least three academic A-Level subjects",,,Math (A or AS Level) Chemistry and Physics (GCSE or O Level) (Physics may be waived with grades of A in A or AS level Math and A or AS level Chemistry),,,,The following subject categories are particularly relevant for this degree. Consider taking courses in these areas in your junior year and senior year. Language Arts Mathematics and Computation Sciences
vancouver,science-2,countries,Greece,greece,524,True,Science,English is the language of instruction at UBC. All prospective students must demonstrate English-language competency prior to admission. There are numerous ways to meet the English Language Admission Standard.,"Graduation from a university-preparatory program at a senior secondary school: Apolytirio Eniaiou Lykeiou – Απολυτήριο Ενιαίου Λυκείου. Certificates must be official. Photocopies are acceptable if certified by school principal, head, or counsellor. Notarized copies are not acceptable.",,,Upper secondary Math (Pre-Calculus) Upper secondary Chemistry Upper secondary Physics (Physics may be waived with grades of 18.1 [on a 20-point scale] in upper secondary Math and upper secondary Chemistry),,,,The following subject categories are particularly relevant for this degree. Consider taking courses in these areas in your junior year and senior year. Language Arts Mathematics and Computation Sciences
vancouver,science-2,countries,Grenada,grenada,565,True,Science,English is the language of instruction at UBC. All prospective students must demonstrate English-language competency prior to admission. There are numerous ways to meet the English Language Admission Standard.,"Graduation from a university-preparatory program at a senior secondary school: Caribbean Secondary Education Certificate (CSEC) Caribbean Advanced Proficiency Examination Certificate (CAPE) Standing in at least six academic subjects, including English, with at least three academic CAPE subjects",,,BSC Math (CAPE Unit 2) Physics and Chemistry (CSEC) (Physics may be waived with grades of I in CAPE Unit 2 Math and CAPE Unit 2 Chemistry),,,,The following subject categories are particularly relevant for this degree. Consider taking courses in these areas in your junior year and senior year. Language Arts Mathematics and Computation Sciences
vancouver,science-2,countries,Guatemala,guatemala,694,True,Science,English is the language of instruction at UBC. All prospective students must demonstrate English-language competency prior to admission. There are numerous ways to meet the English Language Admission Standard.,"Graduation from a university-preparatory program at a senior secondary school: Bachillerato. Certificates must be official. Photocopies are acceptable if certified by school principal, head, or counsellor. Certificates must be in a sealed school envelope. Notarized copies are not acceptable. One full year of post-secondary studies in a recognized university: All certificates must be transmitted directly from the institution and must be official, bearing seal of institution, and signature of authorizing university officer. Photocopies are acceptable if certified by authorizing officer. Notarized copies are not acceptable.",,,A full first-year university program that includes Pre-Calculus Math Chemistry and Physics (Physics requirement may be waived with grades of A in university Math (Pre-Calculus) and Chemistry),,,,The following subject categories are particularly relevant for this degree. Consider taking courses in these areas in your junior year and senior year. Language Arts Mathematics and Computation Sciences
vancouver,science-2,countries,Guyana,guyana,566,True,Science,English is the language of instruction at UBC. All prospective students must demonstrate English-language competency prior to admission. There are numerous ways to meet the English Language Admission Standard.,"Graduation from a university-preparatory program at a senior secondary school: Caribbean Secondary Education Certificate (CSEC) Caribbean Advanced Proficiency Examination Certificate (CAPE) Standing in at least six academic subjects, including English, with at least three academic CAPE subjects",,,BSC Math (CAPE Unit 2) Physics and Chemistry (CSEC) (Physics may be waived with grades of I in CAPE Unit 2 Math and CAPE Unit 2 Chemistry),,,,The following subject categories are particularly relevant for this degree. Consider taking courses in these areas in your junior year and senior year. Language Arts Mathematics and Computation Sciences
vancouver,science-2,countries,Honduras,honduras,671,True,Science,English is the language of instruction at UBC. All prospective students must demonstrate English-language competency prior to admission. There are numerous ways to meet the English Language Admission Standard.,"Graduation from a university-preparatory program at a senior secondary school: Bachillerato. Certificates must be official. Photocopies are acceptable if certified by school principal, head, or counsellor. Certificates must be in a sealed school envelope. Notarized copies are not acceptable. One full year of post-secondary studies in a recognized university: All certificates must be transmitted directly from the institution and must be official, bearing seal of institution, and signature of authorizing university officer. Photocopies are acceptable if certified by authorizing officer. Notarized copies are not acceptable.",,,A full first-year university program that includes Pre-Calculus Math Chemistry and Physics (Physics requirement may be waived with grades of A in university Math (Pre-Calculus) and Chemistry),,,,The following subject categories are particularly relevant for this degree. Consider taking courses in these areas in your junior year and senior year. Language Arts Mathematics and Computation Sciences
vancouver,science-2,countries,Hong Kong,hong-kong,551,True,Science,English is the language of instruction at UBC. All prospective students must demonstrate English-language competency prior to admission. There are numerous ways to meet the English Language Admission Standard.,"Graduation from a university-preparatory program at a senior secondary school: Hong Kong Diploma of Secondary Education (HKDSE). Certificates must be official. Photocopies are acceptable if certified by school principal, head, or counsellor. Notarized copies are not acceptable. Standing in four core subjects and two elective subjects. (Category B Applied Learning Subjects are not acceptable).",,,Mathematics Chemistry (Requirement may be met where subject is part of a combined Science course) Physics (Requirement may be met where subject is part of a combined Science course),,,,The following subject categories are particularly relevant for this degree. Consider taking courses in these areas in your junior year and senior year. Language Arts Mathematics and Computation Sciences
vancouver,science-2,countries,India,india,745,True,Science,English is the language of instruction at UBC. All prospective students must demonstrate English-language competency prior to admission. There are numerous ways to meet the English Language Admission Standard.,"Graduation from a university-preparatory program at a senior secondary school: Higher Secondary School Certificate awarded on completion of Standard XII. Certificates must be official. Photocopies are acceptable if certified by school principal, head, or counsellor. Notarized copies are not acceptable.",,,Math/Applied Math (Standard XII level) Chemistry (Standard XII) Physics (Standard XII) (Physics may be waived with grades of A in Senior Math and Senior Chemistry),,,,The following subject categories are particularly relevant for this degree. Consider taking courses in these areas in your junior year and senior year. Language Arts Mathematics and Computation Sciences
vancouver,science-2,countries,Indonesia,indonesia,744,True,Science,English is the language of instruction at UBC. All prospective students must demonstrate English-language competency prior to admission. There are numerous ways to meet the English Language Admission Standard.,"Graduation from a university-preparatory program at a senior secondary school: Surat Tanda Tamat Belajar Sekolah Menengah Umum Tingkat Atas (STTB SMA) or Certificate of Completion of Upper Secondary School. Certificates must be official. Photocopies are acceptable if certified by school principal, head, or counsellor. Notarized copies are not acceptable.",,,Grade 12 Math Grade 12 Chemistry or Grade 12 Physics Chemistry 11 Physics 11,,,,The following subject categories are particularly relevant for this degree. Consider taking courses in these areas in your junior year and senior year. Language Arts Mathematics and Computation Sciences
vancouver,science-2,countries,Iran,iran,520,True,Science,English is the language of instruction at UBC. All prospective students must demonstrate English-language competency prior to admission. There are numerous ways to meet the English Language Admission Standard.,"Graduation from a university-preparatory program at a senior secondary school: High School Diploma. Certificates must be official. Photocopies are acceptable if certified by school principal, head, or counsellor. Notarized copies are not acceptable.",,,Grade 12 Math (Pre-Calculus) Chemistry and Physics (Physics may be waived with grades of A in Senior Math and Senior Chemistry),,,,The following subject categories are particularly relevant for this degree. Consider taking courses in these areas in your junior year and senior year. Language Arts Mathematics and Computation Sciences
vancouver,science-2,countries,Ireland,ireland,519,True,Science,English is the language of instruction at UBC. All prospective students must demonstrate English-language competency prior to admission. There are numerous ways to meet the English Language Admission Standard.,"Graduation from a university-preparatory program at a senior secondary school: Ardteistiméireacht (Leaving Certificate). Certificates must be official. Photocopies are acceptable if certified by school principal, head, or counsellor. Notarized copies are not acceptable.",,,Math (Higher Level) Chemistry and Physics (Ordinary Level) (Physics may be waived with grades of A in Senior Math and Senior Chemistry),,,,The following subject categories are particularly relevant for this degree. Consider taking courses in these areas in your junior year and senior year. Language Arts Mathematics and Computation Sciences
vancouver,science-2,countries,Israel,israel,803,True,Science,English is the language of instruction at UBC. All prospective students must demonstrate English-language competency prior to admission. There are numerous ways to meet the English Language Admission Standard.,"Graduation from a university-preparatory program at a senior secondary school: Bagrut Certificate. Certificates must be official. Photocopies are acceptable if certified by school principal, head, or counsellor. Notarized copies are not acceptable.",,,Upper secondary Math (Pre-Calculus) Upper secondary Chemistry Upper secondary Physics (Physics may be waived with grades of 85% in upper secondary Math and upper secondary Chemistry),,,,The following subject categories are particularly relevant for this degree. Consider taking courses in these areas in your junior year and senior year. Language Arts Mathematics and Computation Sciences
vancouver,science-2,countries,Italy,italy,518,True,Science,English is the language of instruction at UBC. All prospective students must demonstrate English-language competency prior to admission. There are numerous ways to meet the English Language Admission Standard.,"Graduation from a university-preparatory program at a senior secondary school: Diploma di Esame di Stato. Certificates must be official. Photocopies are acceptable if certified by school principal, head, or counsellor. Notarized copies are not acceptable.",,,Upper secondary Math (Pre-Calculus) Upper secondary Chemistry Upper secondary Physics (Physics may be waived with grades of 10 [on a 10-point scale] in upper secondary Math and upper secondary Chemistry),,,,The following subject categories are particularly relevant for this degree. Consider taking courses in these areas in your junior year and senior year. Language Arts Mathematics and Computation Sciences
vancouver,science-2,countries,Jamaica,jamaica,761,True,Science,English is the language of instruction at UBC. All prospective students must demonstrate English-language competency prior to admission. There are numerous ways to meet the English Language Admission Standard.,"Graduation from a university-preparatory program at a senior secondary school: Caribbean Secondary Education Certificate (CSEC) Caribbean Advanced Proficiency Examination Certificate (CAPE) Standing in at least six academic subjects, including English, with at least three academic CAPE subjects",,,BSC Math (CAPE Unit 2) Physics and Chemistry (CSEC) (Physics may be waived with grades of I in CAPE Unit 2 Math and CAPE Unit 2 Chemistry),,,,The following subject categories are particularly relevant for this degree. Consider taking courses in these areas in your junior year and senior year. Language Arts Mathematics and Computation Sciences
vancouver,science-2,countries,Japan,japan,743,True,Science,English is the language of instruction at UBC. All prospective students must demonstrate English-language competency prior to admission. There are numerous ways to meet the English Language Admission Standard.,"Graduation from a university-preparatory program at a senior secondary school: Kotogakko Sotsugyo Shomeisho (Upper Secondary School Leaving Certificate). Certificates must be official. Photocopies are acceptable if certified by school principal, head, or counsellor. Notarized copies are not acceptable.",,,Senior-level Math (Pre-Calculus) Chemistry (junior/Grade 11 level) Physics (junior/Grade 11 level) (Physics may be waived with grades of 5 in senior-level Math [Grade 12] and senior-level Chemistry [Grade 12]),,,,The following subject categories are particularly relevant for this degree. Consider taking courses in these areas in your junior year and senior year. Language Arts Mathematics and Computation Sciences
vancouver,science-2,countries,Jordan,jordan,742,True,Science,English is the language of instruction at UBC. All prospective students must demonstrate English-language competency prior to admission. There are numerous ways to meet the English Language Admission Standard.,"Graduation from a university-preparatory program at a senior secondary school: General Secondary Education Certificate (Tawjihi). Certificates must be official. Photocopies are acceptable if certified by school principal, head, or counsellor. Notarized copies are not acceptable.",,,Senior-level Math (Pre-Calculus) Chemistry (junior/Grade 11 level) Physics (junior/Grade 11 level) (Physics may be waived with grades of 90% in senior-level Math [Grade 12] and senior-level Chemistry [Grade 12]),,,,The following subject categories are particularly relevant for this degree. Consider taking courses in these areas in your junior year and senior year. Language Arts Mathematics and Computation Sciences
vancouver,science-2,countries,Kazakhstan,kazakhstan,741,True,Science,English is the language of instruction at UBC. All prospective students must demonstrate English-language competency prior to admission. There are numerous ways to meet the English Language Admission Standard.,"Graduation from a university-preparatory program at a senior secondary school: Attestat o Srednem Obrazovanii (Certificate of Complete Secondary Education). Certificates must be official. Photocopies are acceptable if certified by school principal, head, or counsellor. Notarized copies are not acceptable.",,,Upper secondary Math (Pre-Calculus) Upper secondary Chemistry Upper secondary Physics (Physics may be waived with grades of Excellent in upper secondary Math and upper secondary Chemistry),,,,The following subject categories are particularly relevant for this degree. Consider taking courses in these areas in your junior year and senior year. Language Arts Mathematics and Computation Sciences
vancouver,science-2,countries,Kenya,kenya,740,True,Science,English is the language of instruction at UBC. All prospective students must demonstrate English-language competency prior to admission. There are numerous ways to meet the English Language Admission Standard.,"Graduation from a university-preparatory program at a senior secondary school: Kenya Certificate of Secondary Education. Certificates must be official. Photocopies are acceptable if certified by school principal, head, or counsellor. Notarized copies are not acceptable.",,,Senior-level Math (Pre-Calculus) Chemistry (junior/Grade 11 level) Physics (junior/Grade 11 level) (Physics may be waived with grades of A [12] in senior-level Math [Grade 12] and senior-level Chemistry [Grade 12]),,,,The following subject categories are particularly relevant for this degree. Consider taking courses in these areas in your junior year and senior year. Language Arts Mathematics and Computation Sciences
vancouver,science-2,countries,Kuwait,kuwait,739,True,Science,English is the language of instruction at UBC. All prospective students must demonstrate English-language competency prior to admission. There are numerous ways to meet the English Language Admission Standard.,"Graduation from a university-preparatory program at a senior secondary school: Shahadat Al-Thanawiya-Al-A’ama. Certificates must be official. Photocopies are acceptable if certified by school principal, head, or counsellor. Notarized copies are not acceptable.",,,Senior-level Math (Pre-Calculus) Chemistry (junior/Grade 11 level) Physics (junior/Grade 11 level) (Physics may be waived with grades of 90% in senior-level Math [Grade 12] and senior-level Chemistry [Grade 12]),,,,The following subject categories are particularly relevant for this degree. Consider taking courses in these areas in your junior year and senior year. Language Arts Mathematics and Computation Sciences
vancouver,science-2,countries,Lebanon,lebanon,512,True,Science,English is the language of instruction at UBC. All prospective students must demonstrate English-language competency prior to admission. There are numerous ways to meet the English Language Admission Standard.,"Graduation from a university-preparatory program at a senior secondary school: Baccalauréat libanais/Lebanese Baccalaureate Certificate of Secondary Education. (Shahaadat Al-Bakaalouriya al Lubnaaniya l’il-ta ‘liim al-Thaanawi). Certificates must be official. Photocopies are acceptable if certified by school principal, head, or counsellor. Notarized copies are not acceptable.",,,Senior-level Math (Pre-Calculus) Chemistry (junior/Grade 11 level) Physics (junior/Grade 11 level) (Physics may be waived with grades of 18 in senior-level Math [Grade 12] and senior-level Chemistry [Grade 12]),,,,The following subject categories are particularly relevant for this degree. Consider taking courses in these areas in your junior year and senior year. Language Arts Mathematics and Computation Sciences
vancouver,science-2,countries,Lesotho,lesotho,555,True,Science,English is the language of instruction at UBC. All prospective students must demonstrate English-language competency prior to admission. There are numerous ways to meet the English Language Admission Standard.,Graduation from a university-preparatory program at a senior secondary school: West African Senior School Certificate,,,Math (A or AS Level) Chemistry and Physics (GCSE or O Level) (Physics may be waived with grades of A in A or AS level Math and A or AS level Chemistry),,,,The following subject categories are particularly relevant for this degree. Consider taking courses in these areas in your junior year and senior year. Language Arts Mathematics and Computation Sciences
vancouver,science-2,countries,Liberia,liberia,798,True,Science,English is the language of instruction at UBC. All prospective students must demonstrate English-language competency prior to admission. There are numerous ways to meet the English Language Admission Standard.,Graduation from a university-preparatory program at a senior secondary school: West African Senior School Certificate,,,Math (SSC) (minimum grade of B2) Physics and Chemistry (SSC) (Physics may be waived with grades of A1 in SSC Math and SSC Chemistry),,,,The following subject categories are particularly relevant for this degree. Consider taking courses in these areas in your junior year and senior year. Language Arts Mathematics and Computation Sciences
vancouver,science-2,countries,Macao,macao,556,True,Science,English is the language of instruction at UBC. All prospective students must demonstrate English-language competency prior to admission. There are numerous ways to meet the English Language Admission Standard.,Graduation from a university-preparatory program at a senior secondary school: Certificate of Senior Secondary Education (Form 6/Senior Three) or Ensino Secondário Complementar (Form 6/Senior Three),,,Math (A or AS Level) Chemistry and Physics (GCSE or O Level) (Physics may be waived with grades of A in A or AS level Math and A or AS level Chemistry),,,,The following subject categories are particularly relevant for this degree. Consider taking courses in these areas in your junior year and senior year. Language Arts Mathematics and Computation Sciences
vancouver,science-2,countries,Malawi,malawi,801,True,Science,English is the language of instruction at UBC. All prospective students must demonstrate English-language competency prior to admission. There are numerous ways to meet the English Language Admission Standard.,"Graduation from a university-preparatory program at a senior secondary school: Malawi General Certificate of Education/Malawi School Certificate of Education. Certificates must be official. Photocopies are acceptable if certified by school principal, head, or counsellor. Notarized copies are not acceptable.",,,Senior-level Math (Pre-Calculus) Chemistry (junior/Grade 11 level) Physics (junior/Grade 11 level) (Physics may be waived with grades of A in senior-level Math [Grade 12] and senior-level Chemistry [Grade 12]),,,,The following subject categories are particularly relevant for this degree. Consider taking courses in these areas in your junior year and senior year. Language Arts Mathematics and Computation Sciences
vancouver,science-2,countries,Malaysia,malaysia,511,True,Science,English is the language of instruction at UBC. All prospective students must demonstrate English-language competency prior to admission. There are numerous ways to meet the English Language Admission Standard.,"Graduation from a university-preparatory program at a senior secondary school: STPM – Sijil Tinggi Pelajaran Malaysia (Malaysian Higher School Certificate Examination). Certificates must be official. Photocopies are acceptable if certified by school principal, head, or counsellor. Notarized copies are not acceptable.",,,STPM Math SPM Chemistry SPM Physics (may be waived with grades of A in STPM Math and STPM Chemistry),,,,The following subject categories are particularly relevant for this degree. Consider taking courses in these areas in your junior year and senior year. Language Arts Mathematics and Computation Sciences
