campus,requirement_key,curriculum,location,location_slug,location_term_id,program_group,kind,position,requirement,advisory
vancouver,bachelor-master-management,countries,United Kingdom (British-patterned education),united-kingdom,762,Bachelor + Master of Management,general,1,"Graduation from a university-preparatory program at a senior secondary school: Standing in at least six academic subject areas (GCSE, AS Levels, A Levels), including English, with at least three academic A Levels or six AS Levels. A subject may not be counted at both A Level and GCSE. A Level and AS Level courses that are not sufficiently academic in content (as determined by UBC) cannot be used. A minimum grade of C in English Literature or English Language at the GCSE, AS, or A Level. If you studied British-patterned education, you may be eligible for first-year credit at UBC. Learn more about how first-year credit is granted to see if you are eligible.",False
vancouver,bachelor-master-management,countries,United Kingdom (British-patterned education),united-kingdom,762,Bachelor + Master of Management,english_language,1,English is the language of instruction at UBC. All prospective students must demonstrate English-language competency prior to admission. There are numerous ways to meet the English Language Admission Standard.,False
vancouver,bachelor-master-management,countries,United States (American curriculum),united-states,700,Bachelor + Master of Management,minimum,1,"You must apply and meet the degree-specific requirements for one of BA, BFA, BKin, BMS, BMus, BSc, BSc APBI, BSc FNH, BSc GRS, BSc NRC, BSc WPP, BSc FRE, or BSF",False
vancouver,bachelor-master-management,countries,United States (American curriculum),united-states,700,Bachelor + Master of Management,minimum,2,Additional application required to the UBC¬†Sauder School of Business,False
vancouver,bachelor-master-management,countries,United States (American curriculum),united-states,700,Bachelor + Master of Management,suggested_subjects,1,Please see the subject categories for your chosen bachelor degree.,True
vancouver,bachelor-master-management,countries,United States (American curriculum),united-states,700,Bachelor + Master of Management,general,1,"Graduation from an academic or college preparation program at a US regionally accredited school. Applicants are encouraged, but not required, to present a minimum of six academic and non-academic Grade 12 courses.",False
vancouver,bachelor-master-management,countries,United States (American curriculum),united-states,700,Bachelor + Master of Management,general,2,English (composition/literature) to the senior level. ESL English courses are not acceptable to satisfy English requirements for admission.,False
vancouver,bachelor-master-management,countries,United States (American curriculum),united-states,700,Bachelor + Master of Management,general,3,Three years of mathematics to the junior level.,False
vancouver,bachelor-master-management,countries,United States (American curriculum),united-states,700,Bachelor + Master of Management,general,4,A minimum grade of B- in an English course to at least the junior level.,False
vancouver,bachelor-master-management,countries,United States (American curriculum),united-states,700,Bachelor + Master of Management,general,5,SAT or ACT. Applicants who have an SAT or ACT test score and would like them to be considered as part of the UBC admissions process are welcome to submit their test scores. Applicants who choose not to submit a standardized test score will not be disadvantaged. (UBC's SAT institution code is 0965 and its ACT institution code is 5259.),False
vancouver,bachelor-master-management,countries,United States (American curriculum),united-states,700,Bachelor + Master of Management,general,6,AP courses completed as part of the high school curriculum may be used to meet admission requirements.,False
vancouver,bachelor-master-management,countries,United States (American curriculum),united-states,700,Bachelor + Master of Management,english_language,1,English is the language of instruction at UBC. All prospective students must demonstrate English-language competency prior to admission. There are numerous ways to meet the English Language Admission Standard.,False
vancouver,bachelor-master-management,countries,Venezuela,venezuela,483,Bachelor + Master of Management,minimum,1,"You must apply and meet the degree-specific requirements for one of BA, BFA, BKin, BMS, BMus, BSc, BSc APBI, BSc FNH, BSc GRS, BSc NRC, BSc WPP, BSc FRE, or BSF",False
vancouver,bachelor-master-management,countries,Venezuela,venezuela,483,Bachelor + Master of Management,minimum,2,Additional application required to the UBC¬†Sauder School of Business,False
vancouver,bachelor-master-management,countries,Venezuela,venezuela,483,Bachelor + Master of Management,suggested_subjects,1,Please see the subject categories for your chosen bachelor degree.,True
vancouver,bachelor-master-management,countries,Venezuela,venezuela,483,Bachelor + Master of Management,general,1,"Graduation from a university-preparatory program at a senior secondary school: Bachillerato. Certificates must be official. Photocopies are acceptable if certified by school principal, head, or counsellor. Certificates must be in a sealed school envelope. Notarized copies are not acceptable.",False
vancouver,bachelor-master-management,countries,Venezuela,venezuela,483,Bachelor + Master of Management,general,2,"One full year of post-secondary studies in a recognized university: All certificates must be transmitted directly from the institution and must be official, bearing seal of institution, and signature of authorizing university officer. Photocopies are acceptable if certified by authorizing officer. Notarized copies are not acceptable.",False
vancouver,bachelor-master-management,countries,Venezuela,venezuela,483,Bachelor + Master of Management,english_language,1,English is the language of instruction at UBC. All prospective students must demonstrate English-language competency prior to admission. There are numerous ways to meet the English Language Admission Standard.,False
vancouver,bachelor-master-management,countries,Vietnam,vietnam,723,Bachelor + Master of Management,minimum,1,"You must apply and meet the degree-specific requirements for one of BA, BFA, BKin, BMS, BMus, BSc, BSc APBI, BSc FNH, BSc GRS, BSc NRC, BSc WPP, BSc FRE, or BSF",False
vancouver,bachelor-master-management,countries,Vietnam,vietnam,723,Bachelor + Master of Management,minimum,2,Additional application required to the UBC¬†Sauder School of Business,False
vancouver,bachelor-master-management,countries,Vietnam,vietnam,723,Bachelor + Master of Management,suggested_subjects,1,Please see the subject categories for your chosen bachelor degree.,True
vancouver,bachelor-master-management,countries,Vietnam,vietnam,723,Bachelor + Master of Management,general,1,"Graduation from a university-preparatory program at a senior secondary school: Bàng Tót Nghiêp Phó Thông Trung Hoc (Upper Secondary School Graduation Certificate). Certificates must be official. Photocopies are acceptable if certified by school principal, head, or counsellor. Notarized copies are not acceptable.",False
vancouver,bachelor-master-management,countries,Vietnam,vietnam,723,Bachelor + Master of Management,english_language,1,English is the language of instruction at UBC. All prospective students must demonstrate English-language competency prior to admission. There are numerous ways to meet the English Language Admission Standard.,False
vancouver,bachelor-master-management,countries,Zambia,zambia,800,Bachelor + Master of Management,minimum,1,"You must apply and meet the degree-specific requirements for one of BA, BFA, BKin, BMS, BMus, BSc, BSc APBI, BSc FNH, BSc GRS, BSc NRC, BSc WPP, BSc FRE, or BSF",False
vancouver,bachelor-master-management,countries,Zambia,zambia,800,Bachelor + Master of Management,minimum,2,Additional application required to the UBC¬†Sauder School of Business,False
vancouver,bachelor-master-management,countries,Zambia,zambia,800,Bachelor + Master of Management,suggested_subjects,1,Please see the subject categories for your chosen bachelor degree.,True
vancouver,bachelor-master-management,countries,Zambia,zambia,800,Bachelor + Master of Management,general,1,"Graduation from a university-preparatory program at a senior secondary school: Zambian School Certificate of Education. Certificates must be official. Photocopies are acceptable if certified by school principal, head, or counsellor. Notarized copies are not acceptable.",False
vancouver,bachelor-master-management,countries,Zambia,zambia,800,Bachelor + Master of Management,english_language,1,English is the language of instruction at UBC. All prospective students must demonstrate English-language competency prior to admission. There are numerous ways to meet the English Language Admission Standard.,False
vancouver,bachelor-master-management,countries,Zimbabwe,zimbabwe,722,Bachelor + Master of Management,minimum,1,"You must apply and meet the degree-specific requirements for one of BA, BFA, BKin, BMS, BMus, BSc, BSc APBI, BSc FNH, BSc GRS, BSc NRC, BSc WPP, BSc FRE, or BSF",False
vancouver,bachelor-master-management,countries,Zimbabwe,zimbabwe,722,Bachelor + Master of Management,minimum,2,Additional application required to the UBC¬†Sauder School of Business,False
vancouver,bachelor-master-management,countries,Zimbabwe,zimbabwe,722,Bachelor + Master of Management,suggested_subjects,1,Please see the subject categories for your chosen bachelor degree.,True
vancouver,bachelor-master-management,countries,Zimbabwe,zimbabwe,722,Bachelor + Master of Management,general,1,Zimbabwe General Certificate of Education Ordinary Level (ZGCE O-Level),False
vancouver,bachelor-master-management,countries,Zimbabwe,zimbabwe,722,Bachelor + Master of Management,general,2,Zimbabwe General Certificate of Education Advanced Level (ZGCE A-Level),False
vancouver,bachelor-master-management,countries,Zimbabwe,zimbabwe,722,Bachelor + Master of Management,general,3,"Certificates must be official. Photocopies are acceptable if certified by school principal, head, or counsellor. Notarized copies are not acceptable.",False
vancouver,bachelor-master-management,countries,Zimbabwe,zimbabwe,722,Bachelor + Master of Management,general,4,"Standing in at least six academic subjects, including English, with at least three academic A-Level subjects",False
vancouver,bachelor-master-management,countries,Zimbabwe,zimbabwe,722,Bachelor + Master of Management,english_language,1,English is the language of instruction at UBC. All prospective students must demonstrate English-language competency prior to admission. There are numerous ways to meet the English Language Admission Standard.,False
vancouver,bachelor-master-management,province,Alberta,alberta,711,Bachelor + Master of Management,grade_12,1,"You must apply and meet the degree-specific requirements for one of BA, BFA, BKin, BMS, BMus, BSc, BSc APBI, BSc FNH, BSc GRS, BSc NRC, BSc WPP, BSc FRE, or BSF",False
vancouver,bachelor-master-management,province,Alberta,alberta,711,Bachelor + Master of Management,grade_12,2,Additional application required to the UBC Sauder School of Business,False
vancouver,bachelor-master-management,province,Alberta,alberta,711,Bachelor + Master of Management,suggested_subjects,1,Please see the subject categories for your chosen bachelor degree.,True
vancouver,bachelor-master-management,province,Alberta,alberta,711,Bachelor + Master of Management,general,1,Graduation from high school,False
vancouver,bachelor-master-management,province,Alberta,alberta,711,Bachelor + Master of Management,general,2,Minimum of 70% in Grade 11 or Grade 12 English (or their equivalents),False
vancouver,bachelor-master-management,province,Alberta,alberta,711,Bachelor + Master of Management,general,3,"At least six academic/non-academic Grade 12 courses (recommended, but not required)",False
vancouver,bachelor-master-management,province,Alberta,alberta,711,Bachelor + Master of Management,english_language,1,English is the language of instruction at UBC. All prospective students must demonstrate English-language competency prior to admission. There are numerous ways to meet the English Language Admission Standard.,False
vancouver,bachelor-master-management,province,Basic,basic,796,Bachelor + Master of Management,grade_12,1,"You must apply and meet the degree-specific requirements for one of BA, BFA, BKin, BMS, BMus, BSc, BSc APBI, BSc FNH, BSc GRS, BSc NRC, BSc WPP, BSc FRE, or BSF",False
vancouver,bachelor-master-management,province,Basic,basic,796,Bachelor + Master of Management,grade_12,2,Additional application required to the UBC Sauder School of Business,False
vancouver,bachelor-master-management,province,Basic,basic,796,Bachelor + Master of Management,suggested_subjects,1,Please see the subject categories for your chosen bachelor degree.,True
vancouver,bachelor-master-management,province,Basic,basic,796,Bachelor + Master of Management,general,1,Graduation from high school,False
vancouver,bachelor-master-management,province,Basic,basic,796,Bachelor + Master of Management,general,2,Minimum of 70% in Grade 11 or Grade 12 English (or their equivalents),False
vancouver,bachelor-master-management,province,Basic,basic,796,Bachelor + Master of Management,general,3,"At least six academic/non-academic Grade 12 courses (recommended, but not required)",False
vancouver,bachelor-master-management,province,Basic,basic,796,Bachelor + Master of Management,english_language,1,English is the language of instruction at UBC. All prospective students must demonstrate English-language competency prior to admission. There are numerous ways to meet the English Language Admission Standard.,False
vancouver,bachelor-master-management,province,British Columbia,british-columbia,686,Bachelor + Master of Management,grade_12,1,"You must apply and meet the degree-specific requirements for one of BA, BFA, BKin, BMS, BMus, BSc, BSc APBI, BSc FNH, BSc GRS, BSc NRC, BSc WPP, BSc FRE, or BSF",False
vancouver,bachelor-master-management,province,British Columbia,british-columbia,686,Bachelor + Master of Management,grade_12,2,Additional application required to the UBC Sauder School of Business,False
vancouver,bachelor-master-management,province,British Columbia,british-columbia,686,Bachelor + Master of Management,suggested_subjects,1,Please see the subject categories for your chosen bachelor degree.,True
vancouver,bachelor-master-management,province,British Columbia,british-columbia,686,Bachelor + Master of Management,general,1,Graduation from high school,False
vancouver,bachelor-master-management,province,British Columbia,british-columbia,686,Bachelor + Master of Management,general,2,Minimum of 70% in Grade 11 or Grade 12 English (or their equivalents),False
vancouver,bachelor-master-management,province,British Columbia,british-columbia,686,Bachelor + Master of Management,general,3,"At least six academic/non-academic Grade 12 courses (recommended, but not required)",False
vancouver,bachelor-master-management,province,British Columbia,british-columbia,686,Bachelor + Master of Management,english_language,1,English is the language of instruction at UBC. All prospective students must demonstrate English-language competency prior to admission. There are numerous ways to meet the English Language Admission Standard.,False
vancouver,bachelor-master-management,province,Manitoba,manitoba,706,Bachelor + Master of Management,grade_12,1,"You must apply and meet the degree-specific requirements for one of BA, BFA, BKin, BMS, BMus, BSc, BSc APBI, BSc FNH, BSc GRS, BSc NRC, BSc WPP, BSc FRE, or BSF",False
vancouver,bachelor-master-management,province,Manitoba,manitoba,706,Bachelor + Master of Management,grade_12,2,Additional application required to the UBC Sauder School of Business,False
vancouver,bachelor-master-management,province,Manitoba,manitoba,706,Bachelor + Master of Management,suggested_subjects,1,Please see the subject categories for your chosen bachelor degree.,True
vancouver,bachelor-master-management,province,Manitoba,manitoba,706,Bachelor + Master of Management,general,1,Graduation from high school,False
vancouver,bachelor-master-management,province,Manitoba,manitoba,706,Bachelor + Master of Management,general,2,Minimum of 70% in Grade 11 or Grade 12 English (or their equivalents),False
vancouver,bachelor-master-management,province,Manitoba,manitoba,706,Bachelor + Master of Management,general,3,"At least six academic/non-academic Grade 12 courses (recommended, but not required)",False
vancouver,bachelor-master-management,province,Manitoba,manitoba,706,Bachelor + Master of Management,english_language,1,English is the language of instruction at UBC. All prospective students must demonstrate English-language competency prior to admission. There are numerous ways to meet the English Language Admission Standard.,False
vancouver,bachelor-master-management,province,New Brunswick,new-brunswick,763,Bachelor + Master of Management,grade_12,1,"You must apply and meet the degree-specific requirements for one of BA, BFA, BKin, BMS, BMus, BSc, BSc APBI, BSc FNH, BSc GRS, BSc NRC, BSc WPP, BSc FRE, or BSF",False
vancouver,bachelor-master-management,province,New Brunswick,new-brunswick,763,Bachelor + Master of Management,grade_12,2,Additional application required to the UBC Sauder School of Business,False
vancouver,bachelor-master-management,province,New Brunswick,new-brunswick,763,Bachelor + Master of Management,suggested_subjects,1,Please see the subject categories for your chosen bachelor degree.,True
vancouver,bachelor-master-management,province,New Brunswick,new-brunswick,763,Bachelor + Master of Management,general,1,Graduation from high school,False
vancouver,bachelor-master-management,province,New Brunswick,new-brunswick,763,Bachelor + Master of Management,general,2,Minimum of 70% in Grade 11 or Grade 12 English (or their equivalents),False
vancouver,bachelor-master-management,province,New Brunswick,new-brunswick,763,Bachelor + Master of Management,general,3,"At least six academic/non-academic Grade 12 courses (recommended, but not required)",False
vancouver,bachelor-master-management,province,New Brunswick,new-brunswick,763,Bachelor + Master of Management,english_language,1,English is the language of instruction at UBC. All prospective students must demonstrate English-language competency prior to admission. There are numerous ways to meet the English Language Admission Standard.,False
vancouver,bachelor-master-management,province,Newfoundland &amp; Labrador,newfoundland-labrador,589,Bachelor + Master of Management,grade_12,1,"You must apply and meet the degree-specific requirements for one of BA, BFA, BKin, BMS, BMus, BSc, BSc APBI, BSc FNH, BSc GRS, BSc NRC, BSc WPP, BSc FRE, or BSF",False
vancouver,bachelor-master-management,province,Newfoundland &amp; Labrador,newfoundland-labrador,589,Bachelor + Master of Management,grade_12,2,Additional application required to the UBC Sauder School of Business,False
vancouver,bachelor-master-management,province,Newfoundland &amp; Labrador,newfoundland-labrador,589,Bachelor + Master of Management,suggested_subjects,1,Please see the subject categories for your chosen bachelor degree.,True
vancouver,bachelor-master-management,province,Newfoundland &amp; Labrador,newfoundland-labrador,589,Bachelor + Master of Management,general,1,Graduation from high school,False
vancouver,bachelor-master-management,province,Newfoundland &amp; Labrador,newfoundland-labrador,589,Bachelor + Master of Management,general,2,Minimum of 70% in Grade 11 or Grade 12 English (or their equivalents),False
vancouver,bachelor-master-management,province,Newfoundland &amp; Labrador,newfoundland-labrador,589,Bachelor + Master of Management,general,3,"At least six academic/non-academic Grade 12 courses (recommended, but not required)",False
vancouver,bachelor-master-management,province,Newfoundland &amp; Labrador,newfoundland-labrador,589,Bachelor + Master of Management,english_language,1,English is the language of instruction at UBC. All prospective students must demonstrate English-language competency prior to admission. There are numerous ways to meet the English Language Admission Standard.,False
vancouver,bachelor-master-management,province,Northwest Territories,northwest-territories,764,Bachelor + Master of Management,grade_12,1,"You must apply and meet the degree-specific requirements for one of BA, BFA, BKin, BMS, BMus, BSc, BSc APBI, BSc FNH, BSc GRS, BSc NRC, BSc WPP, BSc FRE, or BSF",False
vancouver,bachelor-master-management,province,Northwest Territories,northwest-territories,764,Bachelor + Master of Management,grade_12,2,Additional application required to the UBC Sauder School of Business,False
vancouver,bachelor-master-management,province,Northwest Territories,northwest-territories,764,Bachelor + Master of Management,suggested_subjects,1,Please see the subject categories for your chosen bachelor degree.,True
vancouver,bachelor-master-management,province,Northwest Territories,northwest-territories,764,Bachelor + Master of Management,general,1,Graduation from high school,False
vancouver,bachelor-master-management,province,Northwest Territories,northwest-territories,764,Bachelor + Master of Management,general,2,Minimum of 70% in Grade 11 or Grade 12 English (or their equivalents),False
vancouver,bachelor-master-management,province,Northwest Territories,northwest-territories,764,Bachelor + Master of Management,general,3,"At least six academic/non-academic Grade 12 courses (recommended, but not required)",False
vancouver,bachelor-master-management,province,Northwest Territories,northwest-territories,764,Bachelor + Master of Management,english_language,1,English is the language of instruction at UBC. All prospective students must demonstrate English-language competency prior to admission. There are numerous ways to meet the English Language Admission Standard.,False
vancouver,bachelor-master-management,province,Nova Scotia,nova-scotia,765,Bachelor + Master of Management,grade_12,1,"You must apply and meet the degree-specific requirements for one of BA, BFA, BKin, BMS, BMus, BSc, BSc APBI, BSc FNH, BSc GRS, BSc NRC, BSc WPP, BSc FRE, or BSF",False
vancouver,bachelor-master-management,province,Nova Scotia,nova-scotia,765,Bachelor + Master of Management,grade_12,2,Additional application required to the UBC Sauder School of Business,False
vancouver,bachelor-master-management,province,Nova Scotia,nova-scotia,765,Bachelor + Master of Management,suggested_subjects,1,Please see the subject categories for your chosen bachelor degree.,True
vancouver,bachelor-master-management,province,Nova Scotia,nova-scotia,765,Bachelor + Master of Management,general,1,Graduation from high school,False
vancouver,bachelor-master-management,province,Nova Scotia,nova-scotia,765,Bachelor + Master of Management,general,2,Minimum of 70% in Grade 11 or Grade 12 English (or their equivalents),False
vancouver,bachelor-master-management,province,Nova Scotia,nova-scotia,765,Bachelor + Master of Management,general,3,"At least six academic/non-academic Grade 12 courses (recommended, but not required)",False
vancouver,bachelor-master-management,province,Nova Scotia,nova-scotia,765,Bachelor + Master of Management,english_language,1,English is the language of instruction at UBC. All prospective students must demonstrate English-language competency prior to admission. There are numerous ways to meet the English Language Admission Standard.,False
vancouver,bachelor-master-management,province,Nunavut,nunavut,766,Bachelor + Master of Management,grade_12,1,"You must apply and meet the degree-specific requirements for one of BA, BFA, BKin, BMS, BMus, BSc, BSc APBI, BSc FNH, BSc GRS, BSc NRC, BSc WPP, BSc FRE, or BSF",False
vancouver,bachelor-master-management,province,Nunavut,nunavut,766,Bachelor + Master of Management,grade_12,2,Additional application required to the UBC Sauder School of Business,False
vancouver,bachelor-master-management,province,Nunavut,nunavut,766,Bachelor + Master of Management,suggested_subjects,1,Please see the subject categories for your chosen bachelor degree.,True
vancouver,bachelor-master-management,province,Nunavut,nunavut,766,Bachelor + Master of Management,general,1,Graduation from high school,False
vancouver,bachelor-master-management,province,Nunavut,nunavut,766,Bachelor + Master of Management,general,2,Minimum of 70% in Grade 11 or Grade 12 English (or their equivalents),False
vancouver,bachelor-master-management,province,Nunavut,nunavut,766,Bachelor + Master of Management,general,3,"At least six academic/non-academic Grade 12 courses (recommended, but not required)",False
vancouver,bachelor-master-management,province,Nunavut,nunavut,766,Bachelor + Master of Management,english_language,1,English is the language of instruction at UBC. All prospective students must demonstrate English-language competency prior to admission. There are numerous ways to meet the English Language Admission Standard.,False
vancouver,bachelor-master-management,province,Ontario,ontario,716,Bachelor + Master of Management,grade_12,1,"You must apply and meet the degree-specific requirements for one of BA, BFA, BKin, BMS, BMus, BSc, BSc APBI, BSc FNH, BSc GRS, BSc NRC, BSc WPP, BSc FRE, or BSF",False
vancouver,bachelor-master-management,province,Ontario,ontario,716,Bachelor + Master of Management,grade_12,2,Additional application required to the UBC Sauder School of Business,False
vancouver,bachelor-master-management,province,Ontario,ontario,716,Bachelor + Master of Management,suggested_subjects,1,Please see the subject categories for your chosen bachelor degree.,True
vancouver,bachelor-master-management,province,Ontario,ontario,716,Bachelor + Master of Management,general,1,Graduation from high school,False
vancouver,bachelor-master-management,province,Ontario,ontario,716,Bachelor + Master of Management,general,2,Minimum of 70% in Grade 11 or Grade 12 English (or their equivalents),False
vancouver,bachelor-master-management,province,Ontario,ontario,716,Bachelor + Master of Management,general,3,"At least six academic/non-academic Grade 12 courses (recommended, but not required)",False
vancouver,bachelor-master-management,province,Ontario,ontario,716,Bachelor + Master of Management,english_language,1,English is the language of instruction at UBC. All prospective students must demonstrate English-language competency prior to admission. There are numerous ways to meet the English Language Admission Standard.,False
vancouver,bachelor-master-management,province,Prince Edward Island,prince-edward-island,767,Bachelor + Master of Management,grade_12,1,"You must apply and meet the degree-specific requirements for one of BA, BFA, BKin, BMS, BMus, BSc, BSc APBI, BSc FNH, BSc GRS, BSc NRC, BSc WPP, BSc FRE, or BSF",False
vancouver,bachelor-master-management,province,Prince Edward Island,prince-edward-island,767,Bachelor + Master of Management,grade_12,2,Additional application required to the UBC Sauder School of Business,False
vancouver,bachelor-master-management,province,Prince Edward Island,prince-edward-island,767,Bachelor + Master of Management,suggested_subjects,1,Please see the subject categories for your chosen bachelor degree.,True
vancouver,bachelor-master-management,province,Prince Edward Island,prince-edward-island,767,Bachelor + Master of Management,general,1,Graduation from high school,False
vancouver,bachelor-master-management,province,Prince Edward Island,prince-edward-island,767,Bachelor + Master of Management,general,2,Minimum of 70% in Grade 11 or Grade 12 English (or their equivalents),False
vancouver,bachelor-master-management,province,Prince Edward Island,prince-edward-island,767,Bachelor + Master of Management,general,3,"At least six academic/non-academic Grade 12 courses (recommended, but not required)",False
vancouver,bachelor-master-management,province,Prince Edward Island,prince-edward-island,767,Bachelor + Master of Management,english_language,1,English is the language of instruction at UBC. All prospective students must demonstrate English-language competency prior to admission. There are numerous ways to meet the English Language Admission Standard.,False
vancouver,bachelor-master-management,province,Quebec,quebec,768,Bachelor + Master of Management,grade_12,1,"You must apply and meet the degree-specific requirements for one of BA, BFA, BKin, BMS, BMus, BSc, BSc APBI, BSc FNH, BSc GRS, BSc NRC, BSc WPP, BSc FRE, or BSF",False
vancouver,bachelor-master-management,province,Quebec,quebec,768,Bachelor + Master of Management,grade_12,2,Additional application required to the UBC Sauder School of Business,False
vancouver,bachelor-master-management,province,Quebec,quebec,768,Bachelor + Master of Management,suggested_subjects,1,Please see the subject categories for your chosen bachelor degree.,True
vancouver,bachelor-master-management,province,Quebec,quebec,768,Bachelor + Master of Management,general,1,Minimum one year of study at a CEGEP,False
vancouver,bachelor-master-management,province,Quebec,quebec,768,Bachelor + Master of Management,general,2,"Twelve appropriate academic pre-university courses (excluding courses numbered 109), including two courses in either English (603) or French (601)",False
vancouver,bachelor-master-management,province,Quebec,quebec,768,Bachelor + Master of Management,general,3,A minimum of 70% in either Grade 11 or Grade 12 English (or equivalent),False
vancouver,bachelor-master-management,province,Quebec,quebec,768,Bachelor + Master of Management,english_language,1,English is the language of instruction at UBC. All prospective students must demonstrate English-language competency prior to admission. There are numerous ways to meet the English Language Admission Standard.,False
vancouver,bachelor-master-management,province,Saskatchewan,saskatchewan,769,Bachelor + Master of Management,grade_12,1,"You must apply and meet the degree-specific requirements for one of BA, BFA, BKin, BMS, BMus, BSc, BSc APBI, BSc FNH, BSc GRS, BSc NRC, BSc WPP, BSc FRE, or BSF",False
vancouver,bachelor-master-management,province,Saskatchewan,saskatchewan,769,Bachelor + Master of Management,grade_12,2,Additional application required to the UBC Sauder School of Business,False
vancouver,bachelor-master-management,province,Saskatchewan,saskatchewan,769,Bachelor + Master of Management,suggested_subjects,1,Please see the subject categories for your chosen bachelor degree.,True
vancouver,bachelor-master-management,province,Saskatchewan,saskatchewan,769,Bachelor + Master of Management,general,1,Graduation from high school,False
vancouver,bachelor-master-management,province,Saskatchewan,saskatchewan,769,Bachelor + Master of Management,general,2,Minimum of 70% in Grade 11 or Grade 12 English (or their equivalents),False
vancouver,bachelor-master-management,province,Saskatchewan,saskatchewan,769,Bachelor + Master of Management,general,3,"At least six academic/non-academic Grade 12 courses (recommended, but not required)",False
vancouver,bachelor-master-management,province,Saskatchewan,saskatchewan,769,Bachelor + Master of Management,english_language,1,English is the language of instruction at UBC. All prospective students must demonstrate English-language competency prior to admission. There are numerous ways to meet the English Language Admission Standard.,False
vancouver,bachelor-master-management,province,Yukon,yukon,720,Bachelor + Master of Management,grade_12,1,"You must apply and meet the degree-specific requirements for one of BA, BFA, BKin, BMS, BMus, BSc, BSc APBI, BSc FNH, BSc GRS, BSc NRC, BSc WPP, BSc FRE, or BSF",False
vancouver,bachelor-master-management,province,Yukon,yukon,720,Bachelor + Master of Management,grade_12,2,Additional application required to the UBC Sauder School of Business,False
vancouver,bachelor-master-management,province,Yukon,yukon,720,Bachelor + Master of Management,suggested_subjects,1,Please see the subject categories for your chosen bachelor degree.,True
vancouver,bachelor-master-management,province,Yukon,yukon,720,Bachelor + Master of Management,general,1,Graduation from high school,False
vancouver,bachelor-master-management,province,Yukon,yukon,720,Bachelor + Master of Management,general,2,Minimum of 70% in Grade 11 or Grade 12 English (or their equivalents),False
vancouver,bachelor-master-management,province,Yukon,yukon,720,Bachelor + Master of Management,general,3,"At least six academic/non-academic Grade 12 courses (recommended, but not required)",False
vancouver,bachelor-master-management,province,Yukon,yukon,720,Bachelor + Master of Management,english_language,1,English is the language of instruction at UBC. All prospective students must demonstrate English-language competency prior to admission. There are numerous ways to meet the English Language Admission Standard.,False
vancouver,natural-resources,countries,Argentina,argentina,547,Natural Resources,minimum,1,Senior-level Math (Pre-Calculus),False
vancouver,natural-resources,countries,Argentina,argentina,547,Natural Resources,minimum,2,Chemistry (to the junior/Grade 11 level),False
vancouver,natural-resources,countries,Argentina,argentina,547,Natural Resources,minimum,3,Biology and/or Physics (to the junior/Grade 11 level) (see Related courses below),False
vancouver,natural-resources,countries,Argentina,argentina,547,Natural Resources,suggested_subjects,1,Language Arts,True
vancouver,natural-resources,countries,Argentina,argentina,547,Natural Resources,suggested_subjects,2,Mathematics and Computation: Calculus is recommended for the Harvest Planning and Engineering specialization.,True
vancouver,natural-resources,countries,Argentina,argentina,547,Natural Resources,suggested_subjects,3,Sciences: Biology (Life Science) is strongly recommended for all majors and specializations. An advanced or senior level Physics is also recommended for the Wood Products major and the Harvest Planning and Engineering specialization.,True
vancouver,natural-resources,countries,Argentina,argentina,547,Natural Resources,general,1,"Graduation from a university-preparatory program at a senior secondary school: Bachillerato. Certificates must be official. Photocopies are acceptable if certified by school principal, head, or counsellor. Notarized copies are not acceptable.",False
vancouver,natural-resources,countries,Argentina,argentina,547,Natural Resources,english_language,1,English is the language of instruction at UBC. All prospective students must demonstrate English-language competency prior to admission. There are numerous ways to meet the English Language Admission Standard.,False
vancouver,natural-resources,countries,Australia,australia,546,Natural Resources,minimum,1,Senior-level Math (Pre-Calculus),False
vancouver,natural-resources,countries,Australia,australia,546,Natural Resources,minimum,2,Chemistry (to the junior/Grade 11 level),False
vancouver,natural-resources,countries,Australia,australia,546,Natural Resources,minimum,3,Biology and/or Physics (to the junior/Grade 11 level) (see Related courses below),False
vancouver,natural-resources,countries,Australia,australia,546,Natural Resources,suggested_subjects,1,Language Arts,True
vancouver,natural-resources,countries,Australia,australia,546,Natural Resources,suggested_subjects,2,Mathematics and Computation: Calculus is recommended for the Harvest Planning and Engineering specialization.,True
vancouver,natural-resources,countries,Australia,australia,546,Natural Resources,suggested_subjects,3,Sciences: Biology (Life Science) is strongly recommended for all majors and specializations. An advanced or senior level Physics is also recommended for the Wood Products major and the Harvest Planning and Engineering specialization.,True
vancouver,natural-resources,countries,Australia,australia,546,Natural Resources,general,1,Australian Capital Territory: ACT Year 12 Certificate,False
vancouver,natural-resources,countries,Australia,australia,546,Natural Resources,general,2,New South Wales: Higher School Certificate (you must have completed board-developed courses; assessment is based on both school-based assessment and external examinations),False
vancouver,natural-resources,countries,Australia,australia,546,Natural Resources,general,3,Northern Territory: Northern Territory Certificate of Education,False
vancouver,natural-resources,countries,Australia,australia,546,Natural Resources,general,4,Queensland: Queensland Certificate of Education,False
vancouver,natural-resources,countries,Australia,australia,546,Natural Resources,general,5,South Australia: South Australian Certificate of Education (assessment is based on both school-based assessment and external examinations),False
vancouver,natural-resources,countries,Australia,australia,546,Natural Resources,general,6,Tasmania: Tasmanian Certificate of Education,False
